raw_token,n_products,canonical,action,reason
jujube blossom,2,,DROP_RARE,"canonical group 'jujube blossom' has 2 in-population products (< 30, after merging)"
kadam,2,,DROP_RARE,"canonical group 'kadam' has 2 in-population products (< 30, after merging)"
kiwi flower,2,,DROP_RARE,"canonical group 'kiwi flower' has 2 in-population products (< 30, after merging)"
knafeh,2,,DROP_RARE,"canonical group 'knafeh' has 2 in-population products (< 30, after merging)"
kopi luwak coffee,2,,DROP_RARE,"canonical group 'kopi luwak coffee' has 2 in-population products (< 30, after merging)"
lamprocapnos,2,,DROP_RARE,"canonical group 'lamprocapnos' has 2 in-population products (< 30, after merging)"
lantana leaves,2,,DROP_RARE,"canonical group 'lantana' has 7 in-population products (< 30, after merging)"
litchi blossom,2,,DROP_RARE,"canonical group 'litchi blossom' has 2 in-population products (< 30, after merging)"
liv tyler rose,2,,DROP_RARE,"canonical group 'liv tyler rose' has 2 in-population products (< 30, after merging)"
longan berries,2,,DROP_RARE,"canonical group 'longan berries' has 2 in-population products (< 30, after merging)"
lupin,2,,DROP_RARE,"canonical group 'lupin' has 2 in-population products (< 30, after merging)"
magnolan,2,,DROP_RARE,"canonical group 'magnolan' has 2 in-population products (< 30, after merging)"
magnolia leaf,2,magnolia,MERGE,compound substring containment
malaysian oud,2,,DROP_RARE,"canonical group 'malaysian oud' has 2 in-population products (< 30, after merging)"
malva,2,,DROP_RARE,"canonical group 'malva' has 2 in-population products (< 30, after merging)"
mamey,2,,DROP_RARE,"canonical group 'mamey' has 2 in-population products (< 30, after merging)"
mango tree,2,mango,MERGE,compound substring containment
mangosteen blossom,2,mango,MERGE,transitive merge via shared group
manuka,2,,DROP_RARE,"canonical group 'manuka' has 2 in-population products (< 30, after merging)"
mariposa lily,2,,DROP_RARE,"canonical group 'mariposa lily' has 2 in-population products (< 30, after merging)"
mayflower,2,,DROP_RARE,"canonical group 'mayflower' has 2 in-population products (< 30, after merging)"
meadowsweet,2,,DROP_RARE,"canonical group 'meadowsweet' has 2 in-population products (< 30, after merging)"
meat,2,,DROP_RARE,"canonical group 'meat' has 2 in-population products (< 30, after merging)"
melati,2,,DROP_RARE,"canonical group 'melati' has 2 in-population products (< 30, after merging)"
milk candy,2,,DROP_RARE,"canonical group 'milk candy' has 2 in-population products (< 30, after merging)"
mimosa leaves,2,,DROP_RARE,"canonical group 'mimosa leaves' has 2 in-population products (< 30, after merging)"
mint tea,2,,DROP_RARE,"canonical group 'mint tea' has 2 in-population products (< 30, after merging)"
moroccan incense,2,,DROP_RARE,"canonical group 'moroccan incense' has 2 in-population products (< 30, after merging)"
moscow mule,2,,DROP_RARE,"canonical group 'moscow mule' has 2 in-population products (< 30, after merging)"
muhuhu,2,,DROP_RARE,"canonical group 'muhuhu' has 2 in-population products (< 30, after merging)"
mung bean,2,,DROP_RARE,"canonical group 'mung bean' has 2 in-population products (< 30, after merging)"
musk vodka,2,,DROP_RARE,"canonical group 'musk vodka' has 2 in-population products (< 30, after merging)"
naturalcalm™,2,,DROP_RARE,"canonical group 'naturalcalm™' has 2 in-population products (< 30, after merging)"
neoprene,2,,DROP_RARE,"canonical group 'neoprene' has 2 in-population products (< 30, after merging)"
nettle blossom,2,,DROP_RARE,"canonical group 'nettle blossom' has 2 in-population products (< 30, after merging)"
nutella,2,,DROP_RARE,"canonical group 'nutella' has 2 in-population products (< 30, after merging)"
olibanum sacra resin green,2,,DROP_RARE,"canonical group 'olibanum sacra resin green' has 2 in-population products (< 30, after merging)"
orange pepper,2,,DROP_RARE,"canonical group 'orange pepper' has 2 in-population products (< 30, after merging)"
oriental flower notes,2,,DROP_RARE,"canonical group 'oriental flower notes' has 2 in-population products (< 30, after merging)"
oud smoke,2,,DROP_RARE,"canonical group 'oud smoke' has 2 in-population products (< 30, after merging)"
pamplewood,2,,DROP_RARE,"canonical group 'pamplewood' has 2 in-population products (< 30, after merging)"
pelargonium leaf,2,,DROP_RARE,"canonical group 'pelargonium' has 18 in-population products (< 30, after merging)"
pink crystal,2,,DROP_RARE,"canonical group 'pink crystal' has 2 in-population products (< 30, after merging)"
pink flamingo heliconia,2,,DROP_RARE,"canonical group 'pink flamingo heliconia' has 2 in-population products (< 30, after merging)"
pink paprika,2,,DROP_RARE,"canonical group 'pink paprika' has 2 in-population products (< 30, after merging)"
porcelain,2,,DROP_RARE,"canonical group 'porcelain' has 2 in-population products (< 30, after merging)"
portulaca or pigweed,2,,DROP_RARE,"canonical group 'portulaca or pigweed' has 2 in-population products (< 30, after merging)"
potato,2,,DROP_RARE,"canonical group 'potato' has 2 in-population products (< 30, after merging)"
propolis,2,,DROP_RARE,"canonical group 'propolis' has 2 in-population products (< 30, after merging)"
queen of the night flower,2,,DROP_RARE,"canonical group 'queen of the night flower' has 2 in-population products (< 30, after merging)"
red bean paste,2,,DROP_RARE,"canonical group 'red bean paste' has 2 in-population products (< 30, after merging)"
red currant blossom,2,red currant,MERGE,compound substring containment
red fruits smoothie,2,red fruits,MERGE,compound substring containment
red fruits sorbet,2,,DROP_RARE,"canonical group 'red fruits sorbet' has 2 in-population products (< 30, after merging)"
red maple,2,,DROP_RARE,"canonical group 'red maple' has 2 in-population products (< 30, after merging)"
red vanill orchid,2,,DROP_RARE,"canonical group 'red vanill orchid' has 2 in-population products (< 30, after merging)"
redwood,2,,DROP_RARE,"canonical group 'redwood' has 4 in-population products (< 30, after merging)"
redwood flower,2,,DROP_RARE,"canonical group 'redwood' has 4 in-population products (< 30, after merging)"
rice leaf,2,,DROP_RARE,"canonical group 'rice leaf' has 2 in-population products (< 30, after merging)"
rice pudding,2,,DROP_RARE,"canonical group 'rice pudding' has 2 in-population products (< 30, after merging)"
river notes,2,,DROP_RARE,"canonical group 'river notes' has 2 in-population products (< 30, after merging)"
rose milk,2,,DROP_RARE,"canonical group 'rose milk' has 2 in-population products (< 30, after merging)"
rose thorn,2,,DROP_RARE,"canonical group 'rose thorn' has 2 in-population products (< 30, after merging)"
rye,2,,DROP_RARE,"canonical group 'rye' has 2 in-population products (< 30, after merging)"
salted caramel fudge,2,,DROP_RARE,"canonical group 'salted caramel' has 12 in-population products (< 30, after merging)"
sandalwood flower,2,sandalwood,MERGE,compound substring containment
sangria,2,,DROP_RARE,"canonical group 'sangria' has 2 in-population products (< 30, after merging)"
sapodilla,2,,DROP_RARE,"canonical group 'sapodilla' has 2 in-population products (< 30, after merging)"
satureja,2,,DROP_RARE,"canonical group 'satureja' has 2 in-population products (< 30, after merging)"
sauna,2,,DROP_RARE,"canonical group 'sauna' has 2 in-population products (< 30, after merging)"
serbian oakmoss,2,,DROP_RARE,"canonical group 'serbian oakmoss' has 2 in-population products (< 30, after merging)"
shamama attar,2,,DROP_RARE,"canonical group 'shamama attar' has 2 in-population products (< 30, after merging)"
shea butter,2,,DROP_RARE,"canonical group 'shea butter' has 2 in-population products (< 30, after merging)"
"sideritis, mountain tea",2,,DROP_RARE,"canonical group 'sideritis, mountain tea' has 2 in-population products (< 30, after merging)"
skin musk,2,,DROP_RARE,"canonical group 'skin musk' has 2 in-population products (< 30, after merging)"
slate,2,,DROP_RARE,"canonical group 'slate' has 2 in-population products (< 30, after merging)"
sparkling water,2,,DROP_RARE,"canonical group 'sparkling water' has 2 in-population products (< 30, after merging)"
spiked pepper,2,,DROP_RARE,"canonical group 'spiked pepper' has 2 in-population products (< 30, after merging)"
spray paint,2,,DROP_RARE,"canonical group 'spray paint' has 2 in-population products (< 30, after merging)"
starfish,2,,DROP_RARE,"canonical group 'starfish' has 2 in-population products (< 30, after merging)"
starflower,2,,DROP_RARE,"canonical group 'starflower' has 2 in-population products (< 30, after merging)"
strawberry fizz candy,2,,DROP_RARE,"canonical group 'strawberry fizz candy' has 2 in-population products (< 30, after merging)"
strawberry s’mores,2,strawberry,MERGE,compound substring containment
sudachi citrus,2,,DROP_RARE,"canonical group 'sudachi citrus' has 2 in-population products (< 30, after merging)"
sulphur,2,,DROP_RARE,"canonical group 'sulphur' has 2 in-population products (< 30, after merging)"
sweat,2,,DROP_RARE,"canonical group 'sweat' has 2 in-population products (< 30, after merging)"
sweet alyssum,2,,DROP_RARE,"canonical group 'sweet alyssum' has 2 in-population products (< 30, after merging)"
sweet pepper,2,,DROP_RARE,"canonical group 'sweet pepper' has 2 in-population products (< 30, after merging)"
tar,2,,DROP_RARE,"canonical group 'tar' has 2 in-population products (< 30, after merging)"
taro,2,,DROP_RARE,"canonical group 'taro' has 2 in-population products (< 30, after merging)"
tatami,2,,DROP_RARE,"canonical group 'tatami' has 2 in-population products (< 30, after merging)"
teakwood essence,2,,DROP_RARE,"canonical group 'teakwood essence' has 2 in-population products (< 30, after merging)"
toast,2,,DROP_RARE,"canonical group 'toast' has 2 in-population products (< 30, after merging)"
tomato flower,2,,DROP_RARE,"canonical group 'tomato flower' has 2 in-population products (< 30, after merging)"
toscanol,2,,DROP_RARE,"canonical group 'toscanol' has 2 in-population products (< 30, after merging)"
turkish coffee beans,2,,DROP_RARE,"canonical group 'turkish coffee beans' has 2 in-population products (< 30, after merging)"
turnera diffusa,2,,DROP_RARE,"canonical group 'turnera diffusa' has 2 in-population products (< 30, after merging)"
umeshu,2,,DROP_RARE,"canonical group 'umeshu' has 2 in-population products (< 30, after merging)"
valencia orange flower,2,,DROP_RARE,"canonical group 'valencia orange flower' has 2 in-population products (< 30, after merging)"
walnut milk,2,,DROP_RARE,"canonical group 'walnut milk' has 2 in-population products (< 30, after merging)"
water,2,,DROP_RARE,"canonical group 'watercress' has 13 in-population products (< 30, after merging)"
water violet,2,,DROP_RARE,"canonical group 'water violet' has 2 in-population products (< 30, after merging)"
wet stone,2,,DROP_RARE,"canonical group 'wet stone' has 2 in-population products (< 30, after merging)"
white almond,2,,DROP_RARE,"canonical group 'white almond' has 2 in-population products (< 30, after merging)"
white chocolate truffle,2,,DROP_RARE,"canonical group 'white chocolate truffle' has 2 in-population products (< 30, after merging)"
williams pear,2,,DROP_RARE,"canonical group 'williams pear' has 2 in-population products (< 30, after merging)"
winterberry,2,,DROP_RARE,"canonical group 'winterberry' has 2 in-population products (< 30, after merging)"
wintergreen,2,,DROP_RARE,"canonical group 'wintergreen' has 2 in-population products (< 30, after merging)"
wolfberry,2,,DROP_RARE,"canonical group 'wolfberry' has 2 in-population products (< 30, after merging)"
wood barrel,2,,DROP_RARE,"canonical group 'wood barrel' has 2 in-population products (< 30, after merging)"
woodruff or galium odoratum,2,,DROP_RARE,"canonical group 'woodruff or galium odoratum' has 2 in-population products (< 30, after merging)"
yellow water lily,2,,DROP_RARE,"canonical group 'yellow water lily' has 2 in-population products (< 30, after merging)"
yunnan tea,2,,DROP_RARE,"canonical group 'yunnan tea' has 2 in-population products (< 30, after merging)"
yuzu flower,2,,DROP_RARE,"canonical group 'yuzu flower' has 2 in-population products (< 30, after merging)"
abelia,1,,DROP_RARE,"canonical group 'abelia' has 1 in-population products (< 30, after merging)"
acetylfuran,1,,DROP_RARE,"canonical group 'acetylfuran' has 1 in-population products (< 30, after merging)"
advocaat,1,,DROP_RARE,"canonical group 'advocaat' has 1 in-population products (< 30, after merging)"
affogato,1,,DROP_RARE,"canonical group 'affogato' has 1 in-population products (< 30, after merging)"
african freesia petals,1,,DROP_RARE,"canonical group 'african freesia petals' has 1 in-population products (< 30, after merging)"
akebia fruit,1,,DROP_RARE,"canonical group 'akebia fruit' has 1 in-population products (< 30, after merging)"
alcantara accord,1,,DROP_RARE,"canonical group 'alcantara accord' has 1 in-population products (< 30, after merging)"
alder,1,,DROP_RARE,"canonical group 'alder' has 1 in-population products (< 30, after merging)"
aldron,1,,DROP_RARE,"canonical group 'aldron' has 1 in-population products (< 30, after merging)"
algerian geranium,1,,DROP_RARE,"canonical group 'algerian geranium' has 1 in-population products (< 30, after merging)"
almdudler,1,,DROP_RARE,"canonical group 'almdudler' has 1 in-population products (< 30, after merging)"
alpinia,1,,DROP_RARE,"canonical group 'alpinia' has 1 in-population products (< 30, after merging)"
alstroemeria,1,,DROP_RARE,"canonical group 'alstroemeria' has 1 in-population products (< 30, after merging)"
alumroot,1,,DROP_RARE,"canonical group 'alumroot' has 1 in-population products (< 30, after merging)"
amarula,1,,DROP_RARE,"canonical group 'amarula' has 1 in-population products (< 30, after merging)"
amberever,1,amber,MERGE,compound substring containment
ambrinol,1,,DROP_RARE,"canonical group 'ambrinol' has 1 in-population products (< 30, after merging)"
amburana bark,1,,DROP_RARE,"canonical group 'amburana bark' has 1 in-population products (< 30, after merging)"
amethyst flower,1,,DROP_RARE,"canonical group 'amethyst flower' has 1 in-population products (< 30, after merging)"
ammophila,1,,DROP_RARE,"canonical group 'ammophila' has 1 in-population products (< 30, after merging)"
andiroba,1,,DROP_RARE,"canonical group 'andiroba' has 1 in-population products (< 30, after merging)"
antillone™,1,,DROP_RARE,"canonical group 'antillone™' has 1 in-population products (< 30, after merging)"
apple licor,1,,DROP_RARE,"canonical group 'apple licor' has 1 in-population products (< 30, after merging)"
apple mint,1,,DROP_RARE,"canonical group 'apple mint' has 1 in-population products (< 30, after merging)"
apple sherbet,1,,DROP_RARE,"canonical group 'apple sherbet' has 1 in-population products (< 30, after merging)"
apple shisha accord,1,,DROP_RARE,"canonical group 'apple shisha accord' has 1 in-population products (< 30, after merging)"
apricot jam,1,apricot,MERGE,compound substring containment
arabian spices,1,,DROP_RARE,"canonical group 'arabian spices' has 1 in-population products (< 30, after merging)"
araucaria,1,,DROP_RARE,"canonical group 'araucaria' has 1 in-population products (< 30, after merging)"
arctic bramble,1,,DROP_RARE,"canonical group 'arctic bramble' has 1 in-population products (< 30, after merging)"
assam tea,1,,DROP_RARE,"canonical group 'assam tea' has 1 in-population products (< 30, after merging)"
azalea,1,,DROP_RARE,"canonical group 'azalea' has 1 in-population products (< 30, after merging)"
baba,1,,DROP_RARE,"canonical group 'baba' has 1 in-population products (< 30, after merging)"
baby’s breath,1,,DROP_RARE,"canonical group 'baby’s breath' has 1 in-population products (< 30, after merging)"
baguette,1,,DROP_RARE,"canonical group 'baguette' has 1 in-population products (< 30, after merging)"
bearberry,1,,DROP_RARE,"canonical group 'barberry' has 7 in-population products (< 30, after merging)"
betel leaf,1,,DROP_RARE,"canonical group 'betel leaf' has 1 in-population products (< 30, after merging)"
bigarane™,1,,DROP_RARE,"canonical group 'bigarane™' has 1 in-population products (< 30, after merging)"
bisabolene,1,,DROP_RARE,"canonical group 'bisabolene' has 1 in-population products (< 30, after merging)"
biscotti,1,,DROP_RARE,"canonical group 'biscotti' has 1 in-population products (< 30, after merging)"
bitter melon,1,,DROP_RARE,"canonical group 'bitter melon' has 1 in-population products (< 30, after merging)"
black narcissus,1,,DROP_RARE,"canonical group 'black narcissus' has 1 in-population products (< 30, after merging)"
black sapote,1,,DROP_RARE,"canonical group 'black sapote' has 1 in-population products (< 30, after merging)"
black sesame,1,,DROP_RARE,"canonical group 'black sesame' has 1 in-population products (< 30, after merging)"
black walnut,1,,DROP_RARE,"canonical group 'black walnut' has 1 in-population products (< 30, after merging)"
blackcurrant juice,1,black currant,MERGE,transitive merge via shared group
blackthorn,1,,DROP_RARE,"canonical group 'blackthorn' has 1 in-population products (< 30, after merging)"
blonde tobacco,1,,DROP_RARE,"canonical group 'blonde tobacco' has 1 in-population products (< 30, after merging)"
blue amber,1,,DROP_RARE,"canonical group 'blue amber' has 1 in-population products (< 30, after merging)"
blue bugle,1,,DROP_RARE,"canonical group 'blue bugle' has 1 in-population products (< 30, after merging)"
blue lilies,1,,DROP_RARE,"canonical group 'blue lilies' has 1 in-population products (< 30, after merging)"
blue margarita,1,,DROP_RARE,"canonical group 'blue margarita' has 1 in-population products (< 30, after merging)"
blueberry leaf,1,blueberry,MERGE,compound substring containment
bonbon,1,,DROP_RARE,"canonical group 'bonbon' has 1 in-population products (< 30, after merging)"
borage,1,,DROP_RARE,"canonical group 'borage' has 1 in-population products (< 30, after merging)"
bread flower,1,,DROP_RARE,"canonical group 'bread flower' has 1 in-population products (< 30, after merging)"
breadnut,1,,DROP_RARE,"canonical group 'bread' has 18 in-population products (< 30, after merging)"
brown scotch tape,1,,DROP_RARE,"canonical group 'brown scotch tape' has 1 in-population products (< 30, after merging)"
buckwheat tea,1,,DROP_RARE,"canonical group 'buckwheat tea' has 1 in-population products (< 30, after merging)"
buddha's hand,1,,DROP_RARE,"canonical group 'buddha's hand' has 1 in-population products (< 30, after merging)"
burdock,1,,DROP_RARE,"canonical group 'burdock' has 1 in-population products (< 30, after merging)"
buriti,1,,DROP_RARE,"canonical group 'buriti' has 1 in-population products (< 30, after merging)"
burning cherry,1,,DROP_RARE,"canonical group 'burning cherry' has 1 in-population products (< 30, after merging)"
butomus umbellatus,1,,DROP_RARE,"canonical group 'butomus umbellatus' has 1 in-population products (< 30, after merging)"
buttered rum,1,butter,MERGE,compound substring containment
cabernet grape,1,,DROP_RARE,"canonical group 'cabernet grape' has 1 in-population products (< 30, after merging)"
cactus blossom,1,,DROP_RARE,"canonical group 'cactus blossom' has 1 in-population products (< 30, after merging)"
café expresso,1,,DROP_RARE,"canonical group 'café expresso' has 1 in-population products (< 30, after merging)"
caipirinha,1,,DROP_RARE,"canonical group 'caipirinha' has 1 in-population products (< 30, after merging)"
calendula,1,,DROP_RARE,"canonical group 'calendula' has 1 in-population products (< 30, after merging)"
californian orange,1,,DROP_RARE,"canonical group 'california orange' has 3 in-population products (< 30, after merging)"
calissons d'aix,1,,DROP_RARE,"canonical group 'calissons d'aix' has 1 in-population products (< 30, after merging)"
calvados drink,1,,DROP_RARE,"canonical group 'calvados drink' has 1 in-population products (< 30, after merging)"
campion flower,1,,DROP_RARE,"canonical group 'campion flower' has 1 in-population products (< 30, after merging)"
canada balsam,1,,DROP_RARE,"canonical group 'canadian balsam' has 9 in-population products (< 30, after merging)"
candied flowers,1,,DROP_RARE,"canonical group 'candied flowers' has 1 in-population products (< 30, after merging)"
cannonball flower,1,,DROP_RARE,"canonical group 'cannonball flower' has 1 in-population products (< 30, after merging)"
canvas,1,,DROP_RARE,"canonical group 'canvas' has 1 in-population products (< 30, after merging)"
carambola blossom,1,carambola,MERGE,compound substring containment
carolina reaper,1,,DROP_RARE,"canonical group 'carolina reaper' has 1 in-population products (< 30, after merging)"
cashew flower,1,,DROP_RARE,"canonical group 'cashew flower' has 1 in-population products (< 30, after merging)"
cassowary fruit,1,,DROP_RARE,"canonical group 'cassowary fruit' has 1 in-population products (< 30, after merging)"
catnip,1,,DROP_RARE,"canonical group 'catnip' has 1 in-population products (< 30, after merging)"
cauliflower,1,,DROP_RARE,"canonical group 'cauliflower' has 1 in-population products (< 30, after merging)"
cedar roots,1,,DROP_RARE,"canonical group 'cedar roots' has 1 in-population products (< 30, after merging)"
centella asiatica,1,,DROP_RARE,"canonical group 'centella asiatica' has 1 in-population products (< 30, after merging)"
cep,1,,DROP_RARE,"canonical group 'cep' has 1 in-population products (< 30, after merging)"
chamallow,1,,DROP_RARE,"canonical group 'chamallow' has 1 in-population products (< 30, after merging)"
charred wood,1,,DROP_RARE,"canonical group 'charred wood' has 1 in-population products (< 30, after merging)"
chayote,1,,DROP_RARE,"canonical group 'chayote' has 1 in-population products (< 30, after merging)"
cheese,1,,DROP_RARE,"canonical group 'cheese' has 1 in-population products (< 30, after merging)"
cherry jam,1,cherry,MERGE,compound substring containment
cherry milk,1,,DROP_RARE,"canonical group 'cherry milk' has 1 in-population products (< 30, after merging)"
chicory,1,,DROP_RARE,"canonical group 'chicory' has 1 in-population products (< 30, after merging)"
china rose,1,,DROP_RARE,"canonical group 'china rose' has 1 in-population products (< 30, after merging)"
chinese apricot,1,,DROP_RARE,"canonical group 'chinese apricot' has 1 in-population products (< 30, after merging)"
chinese magnolia,1,,DROP_RARE,"canonical group 'chinese magnolia' has 1 in-population products (< 30, after merging)"
chinese patchouli,1,,DROP_RARE,"canonical group 'chinese patchouli' has 1 in-population products (< 30, after merging)"
chinese pink peony,1,,DROP_RARE,"canonical group 'chinese pink peony' has 1 in-population products (< 30, after merging)"
chinotto blossom,1,,DROP_RARE,"canonical group 'chinotto' has 6 in-population products (< 30, after merging)"
chlorophyll,1,,DROP_RARE,"canonical group 'chlorophyll' has 1 in-population products (< 30, after merging)"
cinnamon flower,1,cinnamon,MERGE,compound substring containment
citron leaf,1,citron,MERGE,compound substring containment
coal tar,1,,DROP_RARE,"canonical group 'coal tar' has 1 in-population products (< 30, after merging)"
cobblestone,1,,DROP_RARE,"canonical group 'cobblestone' has 1 in-population products (< 30, after merging)"
cocktail fruits,1,,DROP_RARE,"canonical group 'cocktail fruits' has 1 in-population products (< 30, after merging)"
coco de mer,1,,DROP_RARE,"canonical group 'coco de mer' has 1 in-population products (< 30, after merging)"
coconut pie,1,coconut,MERGE,compound substring containment
coffee liqueur,1,,DROP_RARE,"canonical group 'coffee liqueur' has 1 in-population products (< 30, after merging)"
coral limestone,1,,DROP_RARE,"canonical group 'coral limestone' has 1 in-population products (< 30, after merging)"
coral rose,1,,DROP_RARE,"canonical group 'coral rose' has 1 in-population products (< 30, after merging)"
corall orchid,1,,DROP_RARE,"canonical group 'corall orchid' has 1 in-population products (< 30, after merging)"
coriander iandaldehydes,1,,DROP_RARE,"canonical group 'coriander iandaldehydes' has 1 in-population products (< 30, after merging)"
corn,1,,DROP_RARE,"canonical group 'corn' has 1 in-population products (< 30, after merging)"
creamsicle,1,,DROP_RARE,"canonical group 'cream soda' has 17 in-population products (< 30, after merging)"
credit cards,1,,DROP_RARE,"canonical group 'credit cards' has 1 in-population products (< 30, after merging)"
crinum lily,1,,DROP_RARE,"canonical group 'crinum lily' has 1 in-population products (< 30, after merging)"
cuban cigar,1,,DROP_RARE,"canonical group 'cuban cigar' has 1 in-population products (< 30, after merging)"
dark chocolate liqueur,1,dark chocolate,MERGE,compound substring containment
dark plum wu mei,1,,DROP_RARE,"canonical group 'dark plum wu mei' has 1 in-population products (< 30, after merging)"
dartanol®,1,,DROP_RARE,"canonical group 'dartanol®' has 1 in-population products (< 30, after merging)"
daylily,1,,DROP_RARE,"canonical group 'daylily' has 1 in-population products (< 30, after merging)"
ditax wood,1,,DROP_RARE,"canonical group 'ditax wood' has 1 in-population products (< 30, after merging)"
diviniris,1,,DROP_RARE,"canonical group 'diviniris' has 1 in-population products (< 30, after merging)"
dodecanal,1,,DROP_RARE,"canonical group 'dodecanal' has 1 in-population products (< 30, after merging)"
dorayaki,1,,DROP_RARE,"canonical group 'dorayaki' has 1 in-population products (< 30, after merging)"
dove tree,1,,DROP_RARE,"canonical group 'dove tree' has 1 in-population products (< 30, after merging)"
dragibus,1,,DROP_RARE,"canonical group 'dragibus' has 1 in-population products (< 30, after merging)"
duck poo oolong,1,,DROP_RARE,"canonical group 'duck poo oolong' has 1 in-population products (< 30, after merging)"
ducke,1,,DROP_RARE,"canonical group 'ducke' has 1 in-population products (< 30, after merging)"
eau de vie,1,,DROP_RARE,"canonical group 'eau de vie' has 1 in-population products (< 30, after merging)"
english rose,1,,DROP_RARE,"canonical group 'english rose' has 1 in-population products (< 30, after merging)"
erigeron,1,,DROP_RARE,"canonical group 'erigeron' has 1 in-population products (< 30, after merging)"
ethylvanillin,1,,DROP_RARE,"canonical group 'ethylvanillin' has 1 in-population products (< 30, after merging)"
euphorbia,1,,DROP_RARE,"canonical group 'euphorbia' has 1 in-population products (< 30, after merging)"
exaltolide®,1,,DROP_RARE,"canonical group 'exaltolide®' has 1 in-population products (< 30, after merging)"
factor x,1,,DROP_RARE,"canonical group 'factor x' has 1 in-population products (< 30, after merging)"
field scabious,1,,DROP_RARE,"canonical group 'field scabious' has 1 in-population products (< 30, after merging)"
fig blossom,1,,DROP_RARE,"canonical group 'fig blossom' has 1 in-population products (< 30, after merging)"
fior di latte,1,,DROP_RARE,"canonical group 'fior di latte' has 1 in-population products (< 30, after merging)"
fire lily,1,,DROP_RARE,"canonical group 'fire lily' has 1 in-population products (< 30, after merging)"
firwood,1,,DROP_RARE,"canonical group 'firwood' has 1 in-population products (< 30, after merging)"
fish,1,,DROP_RARE,"canonical group 'fish' has 1 in-population products (< 30, after merging)"
floratta dna,1,,DROP_RARE,"canonical group 'floratta dna' has 1 in-population products (< 30, after merging)"
flower prism,1,,DROP_RARE,"canonical group 'flower prism' has 1 in-population products (< 30, after merging)"
fougassette,1,,DROP_RARE,"canonical group 'fougassette' has 1 in-population products (< 30, after merging)"
fougère accord,1,,DROP_RARE,"canonical group 'fougère accord' has 1 in-population products (< 30, after merging)"
fringed pink,1,,DROP_RARE,"canonical group 'fringed pink' has 1 in-population products (< 30, after merging)"
fruit salad,1,,DROP_RARE,"canonical group 'fruit salad' has 1 in-population products (< 30, after merging)"
gariguette strawberry,1,,DROP_RARE,"canonical group 'gariguette strawberry' has 1 in-population products (< 30, after merging)"
garlic,1,,DROP_RARE,"canonical group 'garlic' has 1 in-population products (< 30, after merging)"
genipapo,1,,DROP_RARE,"canonical group 'genipapo' has 1 in-population products (< 30, after merging)"
georgian apricot,1,,DROP_RARE,"canonical group 'georgian apricot' has 1 in-population products (< 30, after merging)"
geranium macrorrhizum,1,,DROP_RARE,"canonical group 'geranium macrorrhizum' has 1 in-population products (< 30, after merging)"
gerbera,1,,DROP_RARE,"canonical group 'gerbera' has 1 in-population products (< 30, after merging)"
ginger leaf,1,ginger,MERGE,compound substring containment
gladiolus,1,,DROP_RARE,"canonical group 'gladiolus' has 1 in-population products (< 30, after merging)"
glass,1,,DROP_RARE,"canonical group 'glass' has 1 in-population products (< 30, after merging)"
gold,1,,DROP_RARE,"canonical group 'gold' has 1 in-population products (< 30, after merging)"
golden lily,1,,DROP_RARE,"canonical group 'golden lily' has 1 in-population products (< 30, after merging)"
goldenberry,1,,DROP_RARE,"canonical group 'goldenberry' has 1 in-population products (< 30, after merging)"
graham crackers,1,,DROP_RARE,"canonical group 'graham crackers' has 1 in-population products (< 30, after merging)"
grains,1,,DROP_RARE,"canonical group 'grains' has 1 in-population products (< 30, after merging)"
green branches,1,,DROP_RARE,"canonical group 'green branches' has 1 in-population products (< 30, after merging)"
green coconut,1,,DROP_RARE,"canonical group 'green coconut' has 1 in-population products (< 30, after merging)"
green nard,1,,DROP_RARE,"canonical group 'green nard' has 1 in-population products (< 30, after merging)"
green orchid,1,,DROP_RARE,"canonical group 'green orchid' has 1 in-population products (< 30, after merging)"
green plum,1,,DROP_RARE,"canonical group 'green plum' has 1 in-population products (< 30, after merging)"
gromwell,1,,DROP_RARE,"canonical group 'gromwell' has 1 in-population products (< 30, after merging)"
guayacan,1,,DROP_RARE,"canonical group 'guayacan' has 1 in-population products (< 30, after merging)"
gurjun balsam,1,gurjan balsam,MERGE,fuzzy similarity 0.92
gustavia flower,1,,DROP_RARE,"canonical group 'gustavia flower' has 1 in-population products (< 30, after merging)"
hand cream,1,,DROP_RARE,"canonical group 'hand cream' has 1 in-population products (< 30, after merging)"
hassaku,1,,DROP_RARE,"canonical group 'hassaku' has 1 in-population products (< 30, after merging)"
hat straw,1,,DROP_RARE,"canonical group 'hat straw' has 1 in-population products (< 30, after merging)"
hatkora lemon,1,,DROP_RARE,"canonical group 'hatkora lemon' has 1 in-population products (< 30, after merging)"
hawaiian fruits,1,,DROP_RARE,"canonical group 'hawaiian fruits' has 1 in-population products (< 30, after merging)"
hawaiian jasmine,1,,DROP_RARE,"canonical group 'hawaiian jasmine' has 1 in-population products (< 30, after merging)"
hazel bloosom,1,,DROP_RARE,"canonical group 'hazel bloosom' has 1 in-population products (< 30, after merging)"
hexyl acetate,1,,DROP_RARE,"canonical group 'hexyl acetate' has 1 in-population products (< 30, after merging)"
hiba,1,,DROP_RARE,"canonical group 'hiba' has 1 in-population products (< 30, after merging)"
himalayan geranium,1,,DROP_RARE,"canonical group 'himalayan geranium' has 1 in-population products (< 30, after merging)"
